target,Wife_Education,Husband_Education,Children,Wife_religion,Wife_working,Husband_Occupation,SOLI,Media_Exposure,Contraceptive_Method,Residual_signed,Residual,Residual_CV
41,4,4,5,0,1,2,4,0,2,-0.018666666666668164,0.00034844444444450035,5.130225000000003
45,3,3,6,0,1,2,4,0,2,1.7035000000000053,2.9019122500000183,0.47609999999999686
48,4,4,6,0,1,2,4,0,2,2.5358333333333363,6.43045069444446,11.424400000000018
35,4,4,3,0,0,3,4,0,2,0.47099999999999653,0.22184099999999674,3.204099999999997
37,4,4,4,0,0,2,4,0,2,-2.1091936592818925,4.44869789235494,1.638400000000003
46,4,4,3,0,0,1,4,0,2,4.736833333333337,22.437590027777812,26.06102499999997
38,4,4,4,0,1,3,4,0,2,-1.0349999999999966,1.071224999999993,12.673600000000016
30,3,4,7,1,1,2,4,0,2,-3.2849999999999966,10.791224999999978,20.205024999999978
42,4,3,7,1,0,1,4,0,2,-1.1899999999999977,1.4160999999999946,9.27202500000001
35,2,2,6,1,1,3,4,0,2,0.5125000000000028,0.2626562500000029,13.395599999999975
34,4,4,6,1,1,3,4,0,2,-1.5438095238095215,2.3833478458049817,13.542399999999997
37,4,4,4,1,1,1,4,0,2,-3.702377543938688,13.707599477861473,0.1722249999999993
38,4,4,6,1,1,1,4,0,2,-2.7564285714285575,7.597898469387678,0.5700250000000039
30,3,3,2,1,1,2,3,0,2,1.3183333333333316,1.7380027777777731,0.0
46,4,4,4,1,1,1,4,0,2,5.297622456061312,28.064803686965085,0.48302500000000037
31,4,4,3,0,1,2,4,0,2,-6.2521547619047695,39.08943916680848,0.2652250000000006
41,4,4,6,0,1,1,4,0,2,-0.6153333333333251,0.37863511111110093,1.5128999999999924
41,4,4,7,1,1,2,4,0,2,-1.4558095238095277,2.1193813696145236,29.593599999999974
32,4,4,2,0,0,2,4,0,2,-0.23149999999999693,0.05359224999999858,0.245025000000001
44,4,4,4,1,1,1,4,0,2,3.297622456061312,10.87431386271984,0.5852250000000009
39,4,4,4,0,1,1,4,0,2,-1.9795119047618925,3.918467381094056,7.535024999999986
39,4,4,5,1,1,1,4,0,2,-1.0304523809523758,1.0618321094104202,3.705624999999989
45,4,4,4,1,1,1,4,0,2,4.297622456061312,18.46955877484246,0.07290000000000169
33,4,4,3,1,1,1,4,0,2,-3.5348822606486507,12.495392596648516,0.19802500000000026
39,4,4,3,0,1,1,4,0,2,-4.024833333333319,16.199283361110997,44.68922500000003
44,4,4,3,1,0,1,4,0,2,3.794108058608053,14.39525596039457,18.232900000000026
34,3,3,6,1,1,3,4,0,2,0.06850000000000023,0.0046922500000000315,9.486399999999989
33,3,3,5,1,1,3,4,0,2,-0.8921666666666681,0.7959613611111137,0.11902499999999921
34,2,2,8,1,1,2,2,0,2,-2.7960000000000065,7.8176160000000365,0.1722249999999993
27,3,2,5,1,1,2,4,0,2,-4.4346666666666685,19.666268444444462,1.7955999999999996
47,1,1,8,1,1,3,4,1,2,2.282666666666671,5.210567111111131,2.3562249999999896
25,2,4,3,1,1,1,4,1,2,-1.5718809523809512,2.470809728458046,8.265625
24,3,4,5,1,1,1,2,1,2,-5.153333333333336,26.556844444444472,36.48159999999999
41,4,4,4,1,0,1,4,0,2,-1.3317380952380944,1.7735263543083877,15.132100000000005
29,3,3,4,1,1,3,4,0,3,0.04333333333332945,0.0018777777777774412,0.7055999999999998
27,2,2,5,1,1,3,1,0,3,-1.6700000000000017,2.7889000000000057,3.9402249999999976
40,3,4,5,1,1,1,2,0,3,5.990761904761904,35.88922819954647,9.090225000000004
30,2,2,6,1,1,3,1,0,3,-1.25,1.5625,10.080624999999982
24,4,4,1,1,0,1,4,0,3,-0.2521111111111125,0.06356001234567972,5.784025000000005
36,4,4,2,1,0,1,4,0,3,2.019322399822393,4.077662954424468,10.824099999999994
17,2,2,1,1,1,3,2,0,3,-2.594976190476185,6.733901429138293,4.601024999999998
28,1,2,4,1,1,2,3,0,3,-1.1999999999999993,1.4399999999999984,1.6002250000000013
27,2,4,1,1,1,1,4,0,3,0.4681547619047599,0.21916888109410243,3.980025000000004
21,3,3,1,1,1,3,3,0,3,-2.415571428571422,5.83498532653058,2.117024999999995
30,2,2,4,1,1,2,4,0,3,-1.1869999999999976,1.4089689999999944,4.060225000000003
48,4,4,16,1,1,1,4,0,3,0.65625,0.4306640625,22.610025000000025
29,2,4,3,1,0,3,3,0,3,1.41864285714286,2.012547556122457,4.305624999999997
29,4,4,2,1,1,3,4,0,3,1.5692738095238106,2.462620289257373,5.953600000000006
20,3,4,2,1,1,1,3,0,3,-8.021624542124542,64.34646029481476,6.656399999999991
28,4,4,1,1,1,3,2,0,3,4.45661904761905,19.861453335600928,6.916899999999995
32,2,3,5,1,0,2,3,0,3,-0.22500000000000142,0.05062500000000064,4.0
27,3,3,1,1,0,3,3,0,3,0.7156666666666673,0.5121787777777788,0.08122500000000007
25,2,3,1,1,1,3,1,0,3,4.849499999999999,23.517650249999992,35.760400000000004
43,4,4,3,1,1,1,4,0,3,7.83358194746431,61.365006127638736,1.1236000000000048
35,4,4,2,1,1,2,4,0,3,4.725071428571432,22.326300005102077,0.547600000000003
30,4,4,1,1,1,1,4,0,3,2.910919552669558,8.473452642113939,8.584899999999998
29,1,4,3,1,1,4,4,1,3,-1.7780606060606061,3.16149951882461,4.884100000000004
33,3,4,8,1,1,3,4,0,3,-1.9966666666666626,3.9866777777777616,5.712100000000003
37,3,4,5,1,0,2,4,0,3,-0.17999999999999972,0.0323999999999999,18.6624
27,2,4,3,1,1,4,4,0,3,-1.150548701298714,1.323762314060157,0.09922500000000081
33,2,4,3,1,1,2,4,0,3,1.1358333333333341,1.290117361111113,0.0030249999999999687
35,2,3,6,1,0,3,3,0,3,-0.12250000000000227,0.015006250000000557,0.30802499999999966
20,3,3,2,1,1,2,4,0,3,-2.1991666666666703,4.836334027777793,16.769024999999992
26,2,4,3,1,1,3,4,0,3,-2.971132034632042,8.827625567216737,1.7030249999999993
24,3,3,2,1,1,3,3,0,3,-0.35809523809523824,0.12823219954648538,0.7832250000000027
45,1,3,3,1,1,3,2,0,3,6.805,46.308024999999994,26.988025000000004
34,3,4,4,1,1,1,3,0,3,1.5138333333333378,2.2916913611111247,0.490000000000004
49,4,3,13,1,1,1,4,0,3,2.3400000000000034,5.475600000000016,21.206024999999972
33,4,4,5,1,1,1,4,0,3,-7.05382683982684,49.7564730862615,0.3249000000000003
33,3,3,8,1,1,3,4,0,3,-0.9179999999999993,0.8427239999999987,22.23122500000003
24,3,4,3,1,1,1,4,0,3,-2.3255000000000017,5.407950250000008,12.42562499999999
30,2,2,4,1,1,2,1,0,3,-0.07000000000000028,0.00490000000000004,0.1295999999999996
27,2,4,4,1,1,2,1,0,3,-0.686666666666671,0.47151111111111704,2.235025000000003
23,4,3,1,1,1,2,2,0,3,0.1426190476190463,0.0203401927437638,0.8742249999999976
35,4,4,4,1,1,1,4,0,3,-3.122838383838392,9.75211957157438,2.2650250000000076
35,4,4,1,0,1,1,4,0,3,3.4537976190476094,11.928717993338935,3.6290250000000044
40,4,4,2,0,0,1,4,0,3,4.809123015873013,23.127664181799542,0.8372249999999984
29,3,3,1,1,1,3,3,0,3,5.584428571428578,31.18584246938783,19.891600000000007
33,3,3,3,1,1,3,3,0,3,6.327717893217891,40.04001373614986,33.0625
36,4,4,6,0,1,1,2,1,3,-0.5,0.25,7.8680249999999985
36,4,4,4,0,1,1,4,0,3,-4.77650793650794,22.81502806752334,5.35922499999999
41,4,4,1,1,1,3,3,0,3,12.851400793650797,165.15850235904833,5.2212249999999845
38,3,4,3,1,1,3,2,0,3,7.1507857142857105,51.1337363316326,22.515024999999977
29,2,4,3,1,1,3,3,0,3,2.9140595238095344,8.491742908305051,7.182399999999999
19,4,4,1,1,1,1,3,0,3,-5.11902777777777,26.204445389660417,16.605624999999993
34,2,3,2,1,1,2,3,0,3,4.581333333333326,20.988615111111045,0.27040000000000325
26,2,4,3,1,1,3,4,0,3,-2.971132034632042,8.827625567216737,1.1990249999999976
22,4,4,1,1,1,2,3,0,3,0.40057539682540266,0.16046064854182882,1.1235999999999973
42,4,4,7,1,1,2,4,0,3,1.4350000000000023,2.0592250000000067,0.6724000000000004
27,3,4,2,1,1,3,2,0,3,0.4374047619047623,0.1913229257369618,2.5600000000000045
27,4,4,2,1,1,1,4,0,3,-2.3155853590853575,5.361935555210464,2.5280999999999993
39,4,3,1,1,0,2,2,0,3,5.701500000000003,32.50710225000003,37.02722500000001
21,4,4,1,1,1,3,1,0,3,-0.7890000000000015,0.6225210000000023,0.9900250000000019
36,2,3,7,1,1,3,3,0,3,3.1106190476190463,9.675950859410422,25.10009999999998
29,1,2,5,1,0,1,2,0,3,-2.340666666666671,5.478720444444464,0.09609999999999921
29,2,3,4,1,1,2,1,0,3,-0.6499999999999986,0.42249999999999815,0.6240999999999987
22,3,2,2,1,1,2,1,0,3,-1.110666666666667,1.233580444444445,0.8648999999999994
20,2,3,1,1,1,2,1,0,3,-0.5283333333333289,0.2791361111111064,6.076224999999999
33,3,4,4,1,0,2,4,0,3,-0.21999999999999886,0.0483999999999995,3.0976000000000057
27,3,3,3,1,1,2,3,0,3,3.3491666666666653,11.216917361111102,77.61610000000005
25,4,4,3,1,1,1,4,0,3,-10.16641805253569,103.35605601892357,11.390625
25,4,3,2,1,1,3,3,0,3,-0.09028571428571297,0.008151510204081395,0.3782249999999981
32,2,3,4,1,1,3,2,0,3,2.0960000000000036,4.393216000000015,5.664400000000012
39,3,4,2,1,1,1,3,0,3,10.978375457875458,120.52472769408217,6.8643999999999865
31,3,3,3,1,1,2,1,1,3,0.9266666666666659,0.8587111111111096,0.5475999999999976
26,4,4,4,1,1,3,4,0,3,-2.325000000000003,5.405625000000013,21.715600000000002
30,3,3,7,1,1,3,4,0,3,-2.360500000000002,5.571960250000009,12.852225000000006
43,3,3,5,1,0,3,3,0,3,4.708333333333336,22.1684027777778,0.8464000000000031
34,2,4,4,1,1,3,3,0,3,2.1184999999999974,4.488042249999989,0.490000000000004
43,4,4,3,1,1,1,4,0,3,7.83358194746431,61.365006127638736,0.0030249999999999687
32,4,4,3,0,1,1,4,0,3,-1.150384615384617,1.3233847633136129,1.1663999999999963
41,4,4,5,1,1,1,4,0,3,0.94617316017316,0.8952436490320643,1.102499999999994
32,4,4,3,0,1,1,4,0,3,-1.150384615384617,1.3233847633136129,0.7140249999999981
46,4,4,4,1,1,1,4,0,3,7.877161616161608,62.04967512712976,4.473225000000008
40,3,4,3,1,0,1,4,0,3,5.135547619047614,26.373849347505615,0.5625
21,4,4,1,1,1,2,3,0,3,-0.5994246031745973,0.35930985489102346,6.864400000000005
32,4,4,3,1,1,1,4,0,3,-3.1664180525356898,10.02620328342391,0.008099999999999975
25,4,4,1,0,1,3,3,0,3,-0.3259523809523799,0.10624495464852537,0.3192250000000014
24,4,4,1,1,1,1,3,0,3,-0.11902777777777018,0.014167611882714242,0.039999999999999716
21,2,3,1,1,0,3,2,0,3,-1.2460714285714296,1.5526940051020435,7.0756000000000006
22,4,4,1,1,1,3,3,0,3,-6.148599206349203,37.80527220031806,0.004225000000000166
32,4,4,4,1,1,1,3,0,3,-2.4068333333333456,5.792846694444504,3.960099999999994
30,4,4,2,1,0,2,2,0,3,1.2999999999999972,1.6899999999999926,1.1990249999999976
25,1,2,2,1,1,2,1,0,3,-1.0100000000000016,1.0201000000000031,33.98889999999998
31,3,3,6,0,1,3,1,0,3,-2.259999999999998,5.107599999999991,0.2809000000000012
19,2,4,1,1,1,2,3,0,3,-1.4649999999999999,2.1462249999999994,0.5776000000000023
33,2,2,7,1,0,2,3,0,3,0.125,0.015625,8.761600000000005
24,2,2,2,1,1,3,4,0,3,-4.389499999999998,19.267710249999983,1.612899999999999
19,3,3,3,1,1,2,3,0,3,-4.650833333333335,21.630250694444456,37.14902499999999
27,2,2,5,1,1,3,3,0,3,-2.675500000000003,7.158300250000017,0.22562500000000135
32,4,4,2,0,0,1,4,0,3,-3.1908769841269873,10.181695927831338,13.689999999999994
32,4,4,2,1,0,1,3,0,3,1.9479285714285695,3.7944257193877475,4.100624999999995
29,1,3,5,1,1,3,3,0,3,-0.9231666666666669,0.8522366944444449,1.452024999999996
23,3,4,1,1,1,2,3,0,3,1.3269999999999982,1.760928999999995,9.180900000000007
34,2,4,7,1,1,2,3,0,3,-0.48116666666666674,0.23152136111111118,0.348100000000004
27,2,4,1,1,1,3,3,0,3,2.8736666666666686,8.257960111111123,0.0020250000000001534
37,4,4,4,1,1,3,2,0,3,2.1866666666666674,4.781511111111114,4.708900000000007
26,3,4,4,1,1,2,3,0,3,0.5661666666666676,0.3205446944444455,34.39822499999998
31,2,3,7,1,1,3,3,0,3,-1.8893809523809537,3.56976038321996,0.6888999999999972
44,4,4,11,1,1,1,4,0,3,0.3995833333333323,0.15966684027777694,1.4280250000000008
35,3,4,4,1,1,1,4,0,3,1.5330000000000013,2.3500890000000036,2.0592250000000067
23,4,4,2,1,1,3,4,0,3,-4.430726190476189,19.631334574971646,0.10562499999999954
24,2,4,2,1,1,1,4,0,3,-1.0474329004328986,1.0971156809092746,6.4262250000000005
24,4,4,2,1,1,1,4,0,3,-5.3155853590853575,28.25544770972261,3.7442249999999953
39,4,4,3,1,1,2,4,0,3,1.8323531746031847,3.357518156478369,30.030399999999965
33,3,4,4,1,1,3,3,0,3,3.135273809523806,9.829941860685919,16.68722500000001
24,2,3,2,1,1,2,1,0,3,-0.26099999999999923,0.0681209999999996,1.7030249999999993
35,4,4,4,1,1,1,4,0,3,-3.122838383838392,9.75211957157438,2.2650250000000076
35,4,4,6,1,1,1,4,0,3,-1.7906944444444477,3.206586593364209,3.572100000000002
34,4,4,2,1,1,3,3,0,3,7.989000000000001,63.82412100000001,18.922500000000014
48,3,4,3,1,1,2,3,0,3,13.858000000000004,192.0441640000001,45.29289999999996
28,4,4,1,1,1,1,3,0,3,3.88097222222223,15.061945389660552,12.673599999999992
26,4,4,1,1,1,3,3,0,3,-2.1485992063492034,4.616478549524427,24.95002500000001
43,3,3,8,1,1,1,3,0,3,2.372,5.626384,4.622499999999994
28,2,2,5,1,0,2,4,0,3,-3.280000000000001,10.758400000000007,1.2320999999999986
22,3,4,3,1,1,2,3,0,3,-12.141999999999996,147.4281639999999,2.4963999999999946
26,3,3,3,1,1,3,3,0,3,-0.6722821067821094,0.45196323109939157,0.1295999999999996
30,3,4,4,1,1,3,3,0,3,0.13527380952380597,0.018299003543082937,0.4160249999999994
38,4,4,5,1,1,2,3,0,3,1.0450000000000017,1.0920250000000036,0.2756249999999985
44,4,4,8,1,1,2,4,0,3,1.6300000000000026,2.6569000000000083,0.2809000000000012
25,4,4,1,0,1,1,4,0,3,-6.546202380952391,42.85276561238675,0.48302500000000037
34,4,4,3,1,1,1,4,0,3,-1.1664180525356898,1.360531073281151,0.6006249999999977
26,4,4,3,1,1,3,4,0,3,-2.323166666666662,5.397103361111089,10.336224999999999
20,4,4,2,1,1,1,3,0,3,-2.9599999999999937,8.761599999999962,26.112099999999995
39,4,4,2,0,1,1,3,0,3,3.0933333333333337,9.568711111111114,13.727024999999987
27,3,4,4,1,1,3,3,0,3,-2.864726190476194,8.206656146400247,3.0275999999999947
32,4,4,2,1,0,3,4,0,3,1.4717380952380985,2.1660130209750665,2.102499999999998
48,3,4,8,1,0,1,4,0,3,3.3100000000000023,10.956100000000015,41.21640000000002
39,4,3,4,1,1,3,4,0,3,3.6503333333333288,13.324933444444412,14.554224999999983
37,4,4,3,1,0,1,4,0,3,3.8556298978798864,14.865881909425264,9.21122499999998
33,4,4,2,0,0,1,3,0,3,-0.29400000000000404,0.08643600000000237,18.79222500000001
32,4,4,3,1,0,1,4,0,3,-1.1443701021201136,1.3095829306263993,0.013225000000000457
25,4,4,2,1,1,1,3,0,3,2.0400000000000063,4.161600000000026,37.210000000000015
37,4,4,3,1,1,2,4,0,3,-0.1676468253968153,0.028105458065630275,1.7688999999999955
40,4,4,4,1,1,1,4,0,3,1.877161616161608,3.52373573319046,1.7688999999999955
38,4,4,6,1,1,2,4,0,3,0.8526666666666642,0.7270404444444403,5.736025000000015
36,4,4,4,1,1,1,4,0,3,-2.122838383838392,4.506442803897596,4.622499999999994
27,3,3,3,1,1,2,2,0,3,0.21314285714285575,0.045429877551019814,2.3409000000000035
22,1,3,2,1,1,3,1,0,3,-1.3299999999999983,1.7688999999999955,11.594025000000007
22,2,2,2,1,1,2,3,0,3,-2.1473333333333358,4.611040444444455,1.890625
30,3,4,3,1,1,2,3,0,3,-4.141999999999996,17.156163999999965,28.090000000000007
20,2,2,2,1,1,3,2,1,3,-1.7699999999999996,3.1328999999999985,6.528024999999999
34,4,4,2,1,1,1,4,0,3,4.6844146409146425,21.94374052801546,8.584899999999998
31,3,4,5,1,1,3,1,0,3,0.5,0.25,2.449224999999993
30,3,3,3,1,0,3,2,0,3,1.1000000000000014,1.210000000000003,0.13690000000000074
44,3,4,5,1,0,1,4,0,3,4.347142857142856,18.897651020408155,0.0961000000000014
24,3,3,3,1,0,2,1,0,3,-1.3719999999999999,1.8823839999999996,1.5252249999999985
19,4,4,2,1,1,1,4,0,3,-10.315585359085357,106.41130130057618,24.453025000000004
28,4,4,5,1,1,2,4,0,3,-4.467976190476186,19.96281123866209,29.43062499999997
27,4,4,1,0,0,1,3,0,3,-0.1716666666666704,0.029469444444445728,2.8056250000000023
29,3,3,3,1,1,2,1,0,3,2.1711428571428577,4.7138613061224515,6.125625000000007
37,4,4,3,1,1,2,4,0,3,-0.1676468253968153,0.028105458065630275,1.6640999999999977
32,2,2,8,1,1,2,1,0,3,-2.2106666666666683,4.8870471111111184,3.8612250000000135
21,2,2,1,1,1,4,3,0,3,-1.2466666666666697,1.5541777777777854,0.5550250000000014
33,2,3,7,1,0,3,1,0,3,-0.7824999999999989,0.6123062499999983,1.9321000000000015
23,2,3,2,1,1,3,1,0,3,-1.0349047619047553,1.0710278662131383,0.47610000000000174
36,2,2,5,1,1,3,4,0,3,-0.5300000000000011,0.2809000000000012,29.702499999999993
33,2,4,3,1,1,3,4,0,3,4.028867965367958,16.23177708236815,20.205024999999978
35,4,4,2,1,0,1,4,0,3,1.0193223998223928,1.039018154779682,9.610000000000008
25,2,3,4,1,1,3,3,0,3,-2.2983333333333356,5.282336111111121,0.08409999999999951
29,2,4,4,1,0,2,4,0,3,-1.8333333333333357,3.3611111111111196,0.05522499999999973
23,3,3,1,1,1,2,2,0,3,2.4672380952380912,6.087263818594084,41.024025000000016
19,3,3,1,1,1,2,1,0,3,-2.638999999999996,6.964320999999978,0.5183999999999984
35,1,2,6,1,1,2,2,1,3,-0.8900000000000006,0.792100000000001,0.07290000000000169
25,3,3,3,1,1,3,2,0,3,-1.8691666666666684,3.4937840277777843,2.640625
40,3,4,6,1,1,1,3,0,3,1.3248333333333377,1.7551833611111227,4.818025000000001
17,3,4,1,1,1,2,1,0,3,-1.480999999999998,2.1933609999999946,12.96000000000001
25,2,4,3,1,1,3,3,0,3,-1.0859404761904656,1.1792667178287752,0.09000000000000043
24,3,3,1,1,1,3,2,0,3,1.7735555555555536,3.145499308641968,4.410000000000006
23,4,4,1,1,1,3,3,0,3,-5.148599206349203,26.508073787619647,5.904899999999999
25,2,4,3,1,1,3,2,0,3,-1.4853928571428554,2.2063919400510152,1.5006250000000034
30,1,3,4,1,1,3,4,0,3,0.14933333333333465,0.022300444444444838,0.20249999999999935
31,1,1,3,1,1,4,2,1,3,2.2600000000000016,5.107600000000007,33.23522500000001
26,3,4,2,1,1,3,3,0,3,1.933361111111111,3.73788518595679,7.896099999999993
28,3,4,2,1,1,2,3,0,3,1.4153333333333293,2.0031684444444333,1.2996000000000012
30,3,3,3,1,1,3,1,0,3,2.030000000000001,4.120900000000004,0.012099999999999875
29,3,4,5,1,1,1,2,0,3,-5.009238095238096,25.092466294784593,4.2435999999999945
24,1,3,4,1,1,3,3,0,3,-5.135333333333332,26.37164844444443,0.0030249999999999687
26,3,4,2,1,1,1,3,0,3,-2.021624542124542,4.0869657893202636,2.433599999999996
25,3,3,3,1,1,3,3,0,3,-1.6722821067821094,2.7965274446636106,0.4489000000000023
35,4,4,3,1,1,1,4,0,3,-0.16641805253568975,0.027694968209771596,0.08999999999999829
22,4,4,1,1,0,2,4,0,3,-2.2757619047619038,5.179092247165529,0.10889999999999887
19,4,4,1,1,1,2,4,0,3,-4.133833333333332,17.088578027777764,0.01822500000000042
29,2,3,5,1,1,2,4,0,3,-1.4499999999999993,2.102499999999998,2.030625000000002
21,3,4,2,1,1,3,3,0,3,-3.066638888888889,9.404274074845679,1.2768999999999977
21,3,3,1,1,1,3,3,0,3,-2.415571428571422,5.83498532653058,0.9506250000000027
41,1,4,9,1,1,2,1,0,3,-0.2366666666666717,0.05601111111111349,6.275025000000013
37,2,4,3,1,1,2,3,0,3,2.6700000000000017,7.128900000000009,59.675625000000025
27,4,4,3,1,1,3,4,1,3,-0.4856666666666669,0.23587211111111134,16.5649
26,2,3,2,1,1,2,3,0,3,-3.418666666666674,11.687281777777827,14.100024999999993
37,4,4,6,1,0,3,4,0,3,-1.1566666666666663,1.3378777777777768,3.9203999999999875
25,3,3,3,1,1,2,1,0,3,-1.8288571428571423,3.34471844897959,0.7832250000000027
32,4,3,3,1,1,2,4,0,3,-1.7292380952380952,2.9902643900226757,0.0015999999999999318
34,1,4,4,1,1,3,4,1,3,0.7150000000000034,0.5112250000000049,0.15999999999999887
23,4,4,2,1,0,2,4,0,3,-4.9354999999999976,24.359160249999977,6.051600000000004
28,3,4,2,1,1,3,4,0,3,0.838000000000001,0.7022440000000016,4.020024999999996
24,3,4,1,1,1,3,4,0,3,1.4204761904761938,2.01775260770976,28.143024999999998
32,2,3,4,1,0,2,2,0,3,0.21499999999999986,0.04622499999999994,0.00010000000000003127
22,1,2,3,1,1,3,1,1,3,-1.0700000000000003,1.1449000000000007,8.850625000000008
25,3,3,1,1,1,2,1,0,3,3.361000000000004,11.29632100000003,21.529600000000006
25,2,3,2,1,1,2,4,0,3,-0.6400000000000006,0.40960000000000074,3.802499999999997
38,2,3,3,1,1,2,4,0,3,5.35023809523809,28.62504767573691,0.02890000000000058
33,2,2,2,1,1,3,4,0,3,4.610500000000002,21.256710250000015,6.30009999999999
41,4,4,8,1,1,1,4,0,3,-0.44208333333332916,0.19543767361110742,0.8464000000000031
29,3,3,4,1,1,3,4,0,3,0.04333333333332945,0.0018777777777774412,0.04410000000000036
22,3,4,1,1,0,1,4,0,3,-0.7149999999999999,0.5112249999999998,5.244099999999996
29,3,3,6,1,1,3,3,0,3,-4.247142857142855,18.03822244897957,3.404024999999996
26,3,4,3,1,1,3,3,0,3,-2.1750000000000007,4.730625000000003,0.4970249999999976
28,2,3,3,1,1,3,4,0,3,-0.515238095238086,0.2654702947845709,0.4290250000000015
27,4,4,1,0,1,3,4,0,3,0.6683333333333366,0.4466694444444487,6.051600000000004
29,2,4,2,1,1,3,2,0,3,3.030750000000001,9.185445562500007,0.022499999999999572
24,3,4,2,1,1,3,3,0,3,-0.06663888888888891,0.004440741512345682,2.449225000000004
29,3,4,3,1,1,3,2,0,3,-1.8492142857142895,3.41959347448981,15.444899999999997
38,3,4,7,1,1,3,2,0,3,1.7899999999999991,3.204099999999997,8.970024999999985
23,3,2,2,1,0,3,2,0,3,-1.3999999999999986,1.959999999999996,0.122500000000001
20,4,3,1,1,1,3,4,0,3,-2.0414761904761924,4.167625036281187,6.708099999999999
32,1,4,4,1,1,3,2,0,3,0.6233333333333313,0.3885444444444419,0.8742249999999976
25,2,3,2,1,1,3,1,0,3,0.9650952380952447,0.931408818594117,10.49759999999999
26,1,2,3,1,0,3,2,0,3,0.030000000000001137,0.0009000000000000682,2.3409000000000035
23,1,2,3,1,1,3,2,1,3,-0.5199999999999996,0.27039999999999953,4.389024999999995
23,4,4,3,1,1,3,3,0,3,-1.4071666666666687,1.9801180277777835,14.0625
28,3,4,5,1,1,2,4,0,3,-1.0619999999999976,1.127843999999995,0.23522499999999946
22,4,4,3,1,1,3,2,0,3,-2.810833333333335,7.900784027777786,8.673025
28,2,4,4,1,1,3,4,0,3,0.10950000000000415,0.011990250000000908,6.125625000000007
26,3,3,3,1,1,3,3,0,3,-0.6722821067821094,0.45196323109939157,0.012099999999999875
26,2,3,2,1,1,3,3,0,3,-0.9183333333333294,0.843336111111104,0.7832250000000027
24,4,3,3,1,1,3,3,0,3,-0.6056666666666715,0.3668321111111169,17.22249999999999
29,4,4,3,1,0,1,4,0,3,-4.144370102120114,17.17580354334708,7.617600000000008
29,3,4,4,1,0,1,3,0,3,-2.1350000000000016,4.558225000000006,0.489999999999999
42,4,4,5,1,1,1,4,0,3,1.94617316017316,3.7875899693783843,0.0009000000000000682
27,4,4,2,1,1,3,4,0,3,-0.43072619047618943,0.1855250511621306,5.267025000000007
35,3,4,5,1,1,1,4,0,3,1.2583174603174783,1.5833628309398284,2.3870250000000053
21,3,4,1,1,1,3,2,0,3,0.11250000000000071,0.01265625000000016,0.5475999999999976
21,1,3,1,1,1,3,3,1,3,-4.743333333333329,22.499211111111066,9.030024999999995
22,3,4,1,1,1,3,3,0,3,1.5610714285714273,2.436944005102037,19.09690000000001
28,3,3,4,1,1,3,3,0,3,-0.28066666666667217,0.07877377777778087,3.980025000000004
22,3,4,1,0,0,1,4,0,3,-2.4483333333333377,5.994336111111132,6.076224999999999
23,3,2,1,1,1,3,3,0,3,-0.4871904761904773,0.23735456009070402,1.9740250000000032
28,3,3,2,0,1,2,3,0,3,-2.8900000000000006,8.352100000000004,0.3192250000000014
30,4,4,3,0,0,2,4,0,3,-3.273785714285715,10.71767290306123,2.265024999999997
25,3,4,3,1,0,3,4,0,3,-0.990833333333331,0.9817506944444399,7.263025000000002
33,4,4,4,1,1,2,3,0,3,2.3025000000000055,5.301506250000026,36.78422499999997
33,3,4,6,1,1,3,2,0,3,-1.28857142857143,1.660416326530616,0.006399999999999727
30,4,4,2,0,0,3,3,0,3,-2.2439999999999998,5.035535999999999,6.150400000000002
22,2,4,1,1,1,3,3,0,3,-2.1263333333333314,4.521293444444436,1.809024999999997
38,3,3,2,0,1,3,4,0,3,1.259999999999998,1.587599999999995,0.2756249999999985
35,4,3,2,0,1,3,4,0,3,-1.0166666666666728,1.0336111111111237,31.416025000000005
34,2,2,4,0,1,3,2,0,3,-0.46999999999999886,0.22089999999999893,4.579600000000003
39,4,4,2,0,1,3,4,0,3,3.8783333333333303,15.04146944444442,4.730624999999987
47,4,3,4,1,1,1,3,0,3,4.073333333333338,16.59204444444448,14.478024999999997
38,4,4,2,1,0,1,4,0,3,4.019322399822393,16.15495255371404,8.352100000000004
43,4,4,5,1,1,1,4,0,3,2.94617316017316,8.679936289724704,4.515625
21,3,3,1,1,1,2,2,0,3,0.46723809523809123,0.21831143764171962,6.275024999999995
30,3,4,2,1,1,1,2,0,3,0.8016190476190452,0.6425930975056651,11.122225000000006
27,3,4,2,1,1,1,3,0,3,-1.0216245421245418,1.0437167050711798,0.27039999999999953
22,4,4,1,0,1,3,1,0,3,-0.9849999999999994,0.9702249999999989,3.6864000000000066
25,1,2,3,1,1,2,3,0,3,-0.75,0.5625,0.022499999999999572
22,1,3,2,1,1,3,2,0,3,-3.4883333333333297,12.168469444444419,1.1130249999999995
28,4,4,4,1,1,2,3,0,3,-2.6974999999999945,7.27650624999997,5.759999999999994
25,3,3,2,1,1,2,3,0,3,1.6133333333333262,2.6028444444444214,26.163224999999983
26,4,4,2,1,0,3,3,0,3,0.08895238095237801,0.007912526077096981,6.682225000000004
31,3,3,3,1,1,3,1,1,3,1.0433333333333294,1.0885444444444363,0.9120249999999968
32,1,3,4,1,1,3,3,0,3,2.8646666666666682,8.20631511111112,18.576100000000018
